solute_smiles,solvent_smiles,logS,temp_k
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.47847779052609,288.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.43984903092729,290.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.3999078526355362,293.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.36147908980409,295.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.322734283260656,298.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.2857534379738935,300.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.2498088339895232,303.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.2159223976038522,305.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.1789992734004415,308.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.1417400896651844,310.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.1036011215785402,313.15
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.0663487293552452,315.65
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-1.0316141950546476,318.15
O=Cc1ccc(C=O)cc1,CCO,-0.9141078100378746,273.15
O=Cc1ccc(C=O)cc1,CCO,-0.8186600082574762,278.15
O=Cc1ccc(C=O)cc1,CCO,-0.7283891761375554,283.15
O=Cc1ccc(C=O)cc1,CCO,-0.6270829241645162,288.15
O=Cc1ccc(C=O)cc1,CCO,-0.5352059953236751,293.15
O=Cc1ccc(C=O)cc1,CCO,-0.4560665549250453,298.15
O=Cc1ccc(C=O)cc1,CCO,-0.3677957957996079,303.15
O=Cc1ccc(C=O)cc1,CCO,-0.2898904071503195,308.15
O=Cc1ccc(C=O)cc1,CCO,-0.2077465779517498,313.15
O=Cc1ccc(C=O)cc1,CCO,-0.1293972371731233,318.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.8825350780737555,283.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.8669569901998336,285.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.8474903277875697,288.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.8235978334439946,290.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.800376520984661,293.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.7789164363594112,295.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.7548186195718327,298.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.7331519998000172,300.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.7127994531549928,303.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.6928266528217535,305.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.6709503498852853,308.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.649527652824764,310.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.6307420043772204,313.15
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.6068584123036957,315.65
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-0.5825548238094219,318.15
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.799085531016749,287.37
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.7006240623563809,292.2
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.582999484770365,297.95
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.4523071684771691,303.97
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.3459976924856711,308.88
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.239193968092303,313.59
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-1.115493172008908,318.4
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CCO,-0.9815252688569116,323.39
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-2.1529805288229005,278.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-2.076747613468952,283.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-1.983464132054255,288.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-1.8971224620709355,293.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-1.837440514516147,298.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-1.7583735634604976,303.15
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CCO,-1.7024049059989328,308.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.5866445486731734,278.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.5464746480203011,280.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.508148217064866,283.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.4723488519629398,285.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.4338039612876024,288.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.3957230707121613,290.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.3606711592214983,293.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.3236644351598166,295.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.2876034332514489,298.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.2524958154753468,300.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.2173555676476325,303.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.1844801121286013,305.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.1495925871760152,308.15
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.115689875662826,310.65
CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-0.0814339496402617,313.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.9114800308205668,283.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.8737428947158676,285.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.82899387422888,288.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.7793421718401878,290.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.7119195825119481,293.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.6476196669484043,295.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.5783574457034975,298.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.5289175093563317,300.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.4697346416036581,303.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.4222347994186159,305.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.3656367747870241,308.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.3208258437402523,310.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.269504645867794,313.15
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.2312868262623533,315.65
O=C(O)c1ccccc1Nc1ccccc1,CCO,-0.1882170073661851,318.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.8976924535194952,278.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.760251953026214,283.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.6215813192619055,288.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.502622499831555,293.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.3753204139583085,298.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.249999059774208,303.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.1309001002213121,308.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,-0.0107668545066765,313.15
Cc1ccc(S(C)(=O)=O)cc1,CCO,0.1063779238761693,318.15
O=[N+]([O-])c1cn[nH]c1,CCO,-0.1746820182036678,278.15
O=[N+]([O-])c1cn[nH]c1,CCO,-0.1532429101385549,280.65
O=[N+]([O-])c1cn[nH]c1,CCO,-0.1359901297799112,283.15
O=[N+]([O-])c1cn[nH]c1,CCO,-0.1112698155204282,285.65
O=[N+]([O-])c1cn[nH]c1,CCO,-0.0902571687674119,288.15
O=[N+]([O-])c1cn[nH]c1,CCO,-0.0715467552216087,290.65
O=[N+]([O-])c1cn[nH]c1,CCO,-0.0505775358665543,293.15
O=[N+]([O-])c1cn[nH]c1,CCO,-0.0274345569060227,295.65
O=[N+]([O-])c1cn[nH]c1,CCO,-0.0046254066652008,298.15
O=[N+]([O-])c1cn[nH]c1,CCO,0.0209053745971142,300.65
O=[N+]([O-])c1cn[nH]c1,CCO,0.044949812093477,303.15
O=[N+]([O-])c1cn[nH]c1,CCO,0.0681474726838331,305.65
O=[N+]([O-])c1cn[nH]c1,CCO,0.087365567179601,308.15
O=[N+]([O-])c1cn[nH]c1,CCO,0.111594676959964,310.65
O=[N+]([O-])c1cn[nH]c1,CCO,0.1313403041562779,313.15
O=[N+]([O-])c1cn[nH]c1,CCO,0.1528391363457208,315.65
O=[N+]([O-])c1cn[nH]c1,CCO,0.1776066113033533,318.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.3340578208499148,278.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.321067122404633,283.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.228528222421929,288.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.1273509312815175,293.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.078069749567674,298.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-1.951575712976063,303.15
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-2.3276901054039634,288.15
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-2.2580334103988564,293.15
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-2.184936159288684,298.15
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-2.0821815530432493,303.15
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-1.9827700521666831,308.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.570949146812138,273.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.503912510377515,278.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.4533734369261573,283.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.3882889970709181,288.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.3312876061390061,293.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.263118828812237,298.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.1916318487655637,303.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.1291782048314153,308.15
O=Cc1ccc([N+](=O)[O-])cc1,CCO,-0.0562834188151267,313.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.4059374535927653,288.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.36451915065437,293.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.3057773383408,298.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.2315869717967587,303.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.163552055535503,308.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.1052485850247016,313.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-2.040020580643655,318.15
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-1.9797787844498016,323.15
Nc1nnc[nH]1,CCO,-0.7055576140659214,283.15
Nc1nnc[nH]1,CCO,-0.6565749479560967,285.65
Nc1nnc[nH]1,CCO,-0.6017642576184133,288.15
Nc1nnc[nH]1,CCO,-0.5406684933500125,290.65
Nc1nnc[nH]1,CCO,-0.4848075451269604,293.15
Nc1nnc[nH]1,CCO,-0.4297242309062424,295.65
Nc1nnc[nH]1,CCO,-0.3784678479440776,298.15
Nc1nnc[nH]1,CCO,-0.3279019141238835,300.65
Nc1nnc[nH]1,CCO,-0.2773403387793704,303.15
Nc1nnc[nH]1,CCO,-0.2285092394835641,305.65
Nc1nnc[nH]1,CCO,-0.1786194288272163,308.15
Nc1nnc[nH]1,CCO,-0.1322214654501465,310.65
Nc1nnc[nH]1,CCO,-0.0833719806554652,313.15
Nc1nnc[nH]1,CCO,-0.04107024619555,315.65
Nc1nnc[nH]1,CCO,0.0023899146918284,318.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.8808527185667264,278.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.8479500932922062,280.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.8109187876959297,283.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.7676210410321171,285.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.731148090229043,288.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.6911700108458257,290.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.6546012164060648,293.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.6206940142210332,295.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.5897804437263774,298.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.5585377181287395,300.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.5254437446383334,303.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.4960944719213366,305.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.4637409717229579,308.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.4349356622336179,310.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.405801266436305,313.15
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.3757855158508904,315.65
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCO,-0.3433356129740414,318.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.4214214695547809,283.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.3896223772991607,285.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.349881647998333,288.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.3122872072414864,290.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.268984170614443,293.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.2250301532879244,295.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.185375364626589,298.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.147398114829143,300.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.109959294680132,303.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.0733970438745617,305.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.0395493662373514,308.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-1.0030442876225265,310.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-0.9646172586820488,313.15
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-0.9258569233509176,315.65
Cn1cnc([N+](=O)[O-])c1Cl,CCO,-0.8805111823732359,318.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.3942752917876038,278.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.3179659255349023,280.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.2377307925934944,283.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.1608373572253303,285.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.0824625294549148,288.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-1.0080203442332083,290.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.9344321970663756,293.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.8628619825233318,295.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.7924731849322797,298.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.7234662087922773,300.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.654584804091023,303.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.5865080520739774,305.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.5200989445777865,308.15
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.4559554065144526,310.65
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCO,-0.3905326787925589,313.15
Nc1ccccc1N,CCO,-0.6125297985547615,283.15
Nc1ccccc1N,CCO,-0.5990162503343032,285.65
Nc1ccccc1N,CCO,-0.5866387140873157,288.15
Nc1ccccc1N,CCO,-0.5720160103591538,290.65
Nc1ccccc1N,CCO,-0.5560090127424355,293.15
Nc1ccccc1N,CCO,-0.5412001531399092,295.65
Nc1ccccc1N,CCO,-0.5262668396438754,298.15
Nc1ccccc1N,CCO,-0.5141833346679272,300.65
Nc1ccccc1N,CCO,-0.4976896993217549,303.15
Nc1ccccc1N,CCO,-0.4840772166528478,305.65
Nc1ccccc1N,CCO,-0.4659632957670931,308.15
Nc1ccccc1N,CCO,-0.4527072418479512,310.65
Nc1ccccc1N,CCO,-0.4373431557687189,313.15
Nc1ccccc1N,CCO,-0.4220936287041818,315.65
Nc1ccccc1N,CCO,-0.4002692794967056,318.15
COc1cc(Cl)nc(N)n1,CCO,-1.6491075940137634,273.15
COc1cc(Cl)nc(N)n1,CCO,-1.5459955704641903,278.15
COc1cc(Cl)nc(N)n1,CCO,-1.4468608502521982,283.15
COc1cc(Cl)nc(N)n1,CCO,-1.3493772007431497,288.15
COc1cc(Cl)nc(N)n1,CCO,-1.2554215835641165,293.15
COc1cc(Cl)nc(N)n1,CCO,-1.1693235406799154,298.15
COc1cc(Cl)nc(N)n1,CCO,-1.0805373709729296,303.15
COc1cc(Cl)nc(N)n1,CCO,-0.994309540041692,308.15
COc1cc(Cl)nc(N)n1,CCO,-0.9073389755208172,313.15
COc1cc(Cl)nc(N)n1,CCO,-0.8269468127278289,318.15
COc1cc(Cl)nc(N)n1,CCO,-0.7508364643785226,323.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.8911898434099362,278.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.8496828081317611,280.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.8098306419465424,283.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.7696426500711652,285.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.7307368671549772,288.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.6926736271302365,290.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.6552912608568434,293.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.6178352912098332,295.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.5795157157765326,298.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.5444180919232928,300.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.5066706265000698,303.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.4701114603805427,305.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.4349686788719052,308.15
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.4000057695547264,310.65
Cc1cc([N+](=O)[O-])ccc1N,CCO,-0.3658723489039534,313.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,-0.1871956560291136,273.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,-0.1199468707876278,275.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,-0.0560973211738346,278.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.0090157033038948,280.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.0713191705451562,283.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.1374357757562289,285.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.2007777194493732,288.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.2605592364585862,290.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.3228595621966066,293.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.3892421969002551,295.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.4462070865454904,298.15
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.5127579668736081,300.65
O=Cc1cccc([N+](=O)[O-])c1,CCO,0.580576593264753,303.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.8213767906237075,283.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.7859204975063565,285.65
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.7549279528178,288.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.7186456765959797,290.65
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.689965067865016,293.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.6577843116426307,295.65
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.62530861431418,298.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.5964129596816483,300.65
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.566269906064634,303.15
Nc1ccc([N+](=O)[O-])cc1N,CCO,-1.538607954986501,305.65
